circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,JAMMIGADDA HV SERVICE,TEMPORARY SUPPLY,8,1,1.0,0.0,5.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,JAMMIIGADDA HV,TEMPORARY SUPPLY,8,4,2.0,1314.0,59.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,JEEVAN REDDY NGR/PURNA CHANDER,TEMPORARY SUPPLY,8,1,1.0,3341.0,5.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,JYOTHIBUILDER/PURNA CHANDER ,TEMPORARY SUPPLY,8,3,3.0,1261.0,27.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,KUSHAIGUDA/ PRATHAP REDDY ,TEMPORARY SUPPLY,8,4,2.0,1497.0,24.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,PARIMALA NAGAR/ LINGA REDDY ,TEMPORARY SUPPLY,8,6,6.0,3181.0,34.0
HABSIGUDA,KEESARA,GHATKESAR,NARAPALLY,VAIBHAV COLONY,TEMPORARY SUPPLY,8,2,2.0,5024.0,58.0
HABSIGUDA,KEESARA,GHATKESAR,NARAPALLY,VIHARIKA COLONY,TEMPORARY SUPPLY,8,2,1.0,684.0,20.0
HABSIGUDA,KEESARA,GHATKESAR,NARAPALLY,VIJAI SAI ENCLAVE & MLR,TEMPORARY SUPPLY,8,4,4.0,1746.0,22.0
HABSIGUDA,KEESARA,GHATKESAR,NARAPALLY,VIJAYAPURI COLONY,TEMPORARY SUPPLY,8,2,1.0,98.0,25.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,ANNAPURNA COLONY-II,TEMPORARY SUPPLY,8,1,1.0,882.0,9.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,ANNAPURNACOLONY,TEMPORARY SUPPLY,8,1,1.0,275.0,5.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,BALAJI ENCLAVE,TEMPORARY SUPPLY,8,1,1.0,30.0,1.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,BANK COLONY,TEMPORARY SUPPLY,8,2,2.0,408.0,6.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,BUDDHA NAGAR,TEMPORARY SUPPLY,8,1,,0.0,5.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,AHMADGUDA,TEMPORARY SUPPLY,8,2,2.0,1647.0,15.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,AHMEDGUDA,TEMPORARY SUPPLY,8,2,1.0,98.0,71.0
HABSIGUDA,SAINIKPURI,MALKAJGIRI,VINAYAK NAGAR,CHANDRAGIRI COLONY (W),TEMPORARY SUPPLY,8,2,2.0,543.0,6.0
HABSIGUDA,SAINIKPURI,MALKAJGIRI,VINAYAK NAGAR,DEENDAYAL NAGAR-IV,TEMPORARY SUPPLY,8,2,2.0,691.0,7.0
HABSIGUDA,SAINIKPURI,MALKAJGIRI,VINAYAK NAGAR,GANESH NAGAR,TEMPORARY SUPPLY,8,1,1.0,653.0,5.0
HABSIGUDA,SAINIKPURI,MALKAJGIRI,VINAYAK NAGAR,L.B.NAGAR,TEMPORARY SUPPLY,8,1,1.0,155.0,9.5
HABSIGUDA,SAINIKPURI,MALKAJGIRI,VINAYAK NAGAR,LAXMI NAGAR,TEMPORARY SUPPLY,8,2,2.0,884.0,14.0
HABSIGUDA,SAINIKPURI,MALKAJGIRI,VINAYAK NAGAR,NEW VIDYANAGAR,TEMPORARY SUPPLY,8,4,4.0,696.0,7.94
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,ADARSH NAGAR,TEMPORARY SUPPLY,8,1,1.0,111.0,1.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,ADARSHA NAGAR,TEMPORARY SUPPLY,8,6,6.0,2851.0,43.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,ANNAPURNA NAGAR,TEMPORARY SUPPLY,8,1,1.0,490.0,5.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,BAGAYATH,TEMPORARY SUPPLY,8,71,68.0,49661.0,516.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,BANK COLONY,TEMPORARY SUPPLY,8,2,2.0,1031.0,6.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,BEERAPPAGADDA,TEMPORARY SUPPLY,8,3,2.0,0.0,10.5
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,BHARATH NAGAR MAIN RD,TEMPORARY SUPPLY,8,3,3.0,730.0,7.32
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,SAKET ENCLAVE-I/BADARI NARAYAN,TEMPORARY SUPPLY,8,1,1.0,24.0,5.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,SAKETH PHASE-II/BAL REDDY ,TEMPORARY SUPPLY,8,7,7.0,2887.0,35.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,SAKETH PHASE-III/ BAL REDDY ,TEMPORARY SUPPLY,8,2,2.0,763.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,SHIVA NAGAR VENKATESHAM  LI ,TEMPORARY SUPPLY,8,1,1.0,932.0,8.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,KUSHAIGUDA,SRINAGAR COLONY/CH VENKATREDDY,TEMPORARY SUPPLY,8,2,2.0,168.0,6.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,BUDDHA NAGAR-1,TEMPORARY SUPPLY,8,1,1.0,1162.0,5.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,BUDDHA NAGAR-2,TEMPORARY SUPPLY,8,1,1.0,176.0,4.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,BUDDHA NAGAR-4,TEMPORARY SUPPLY,8,1,1.0,1203.0,8.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,CANARA NAGAR,TEMPORARY SUPPLY,8,3,3.0,2284.0,17.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,CHANNA REDDY THOTA,TEMPORARY SUPPLY,8,7,2.0,650.0,32.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,DIVYA NAGAR,TEMPORARY SUPPLY,8,1,1.0,431.0,5.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,HV PEERZADIGUDA,TEMPORARY SUPPLY,8,6,5.0,16826.0,135.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,KACHIVANI SINGARAM,TEMPORARY SUPPLY,8,1,1.0,724.0,20.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,M K NAGAR,TEMPORARY SUPPLY,8,1,1.0,1991.0,15.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,DATTA SAI COLONY BANDLA GUDA,TEMPORARY SUPPLY,8,1,1.0,1459.0,11.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,DHISHA SCHOOL,TEMPORARY SUPPLY,8,2,2.0,1939.0,15.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,ICOM LEFT & RIGHT SIDE,TEMPORARY SUPPLY,8,1,1.0,0.0,5.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,LUCKY COLONY,TEMPORARY SUPPLY,8,1,1.0,181.0,11.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,MARUTHI FUNCTION HALL,TEMPORARY SUPPLY,8,3,3.0,1523.0,20.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,MODI LOTUS HOMES,TEMPORARY SUPPLY,8,3,3.0,7248.0,51.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,TEMPORARY SUPPLY,8,4,4.0,1444.0,77.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM(E)GANDHINAGAR,TEMPORARY SUPPLY,8,2,2.0,552.0,10.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM(W)GANDHINAGAR,TEMPORARY SUPPLY,8,1,1.0,144.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,BAPUJI NAGAR,TEMPORARY SUPPLY,8,1,1.0,130.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,BHAVANI NAGAR,TEMPORARY SUPPLY,8,1,1.0,548.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,BRINDAVAN NAGAR,TEMPORARY SUPPLY,8,2,2.0,139.0,10.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HARIJANA BASTHI,TEMPORARY SUPPLY,8,2,2.0,444.0,16.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,HANUMA SAI-2,TEMPORARY SUPPLY,8,1,1.0,170.0,2.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,HANUMAT SAI,TEMPORARY SUPPLY,8,2,2.0,340.0,6.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,HV,TEMPORARY SUPPLY,8,8,3.0,20498.0,149.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,KALYANIPURI COLONY,TEMPORARY SUPPLY,8,1,1.0,311.0,5.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,KALYANPURI COLONY,TEMPORARY SUPPLY,8,3,2.0,549.0,11.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,L N NAGAR-3,TEMPORARY SUPPLY,8,2,2.0,6029.0,45.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,LAXMA REDDY NAGAR,TEMPORARY SUPPLY,8,1,1.0,1130.0,34.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,MAIN ROAD VIJAYAPURI CLY,TEMPORARY SUPPLY,8,3,3.0,224.0,15.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,NEW VIJAYAPURI COLONY,TEMPORARY SUPPLY,8,2,2.0,330.0,5.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,ADITHYA NAGAR,TEMPORARY SUPPLY,8,2,2.0,661.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,ASHOK COLONY,TEMPORARY SUPPLY,8,1,1.0,1515.0,5.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,AYODHYA COLONY,TEMPORARY SUPPLY,8,3,3.0,1161.0,15.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,BHASKAR RAO NAGAR,TEMPORARY SUPPLY,8,5,3.0,964.0,17.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,BRINDAVAN COLONY,TEMPORARY SUPPLY,8,2,2.0,521.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,DEFENCE COLONY,TEMPORARY SUPPLY,8,19,16.0,6407.0,97.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,ESWARIPURI,TEMPORARY SUPPLY,8,20,19.0,7362.0,99.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,GOWARINATH PURAM,TEMPORARY SUPPLY,8,1,1.0,819.0,5.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,GOWDAPURI COLONY,TEMPORARY SUPPLY,8,3,3.0,1000.0,15.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,GREEN PARK ENCLAVE,TEMPORARY SUPPLY,8,2,1.0,177.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,HASTHINAPURI,TEMPORARY SUPPLY,8,4,4.0,1255.0,26.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,HMTB OFFICERS COLONY,TEMPORARY SUPPLY,8,3,3.0,1180.0,13.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,M.K NAGAR,TEMPORARY SUPPLY,8,1,1.0,1463.0,5.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,MARUTHI NAGAR,TEMPORARY SUPPLY,8,1,1.0,123.0,8.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,MUTHAVALLIGUDA,TEMPORARY SUPPLY,8,1,1.0,355.0,7.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,NARSIMHA REDDY COLONY,TEMPORARY SUPPLY,8,1,1.0,56.0,2.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,NEW SAI NAGAR,TEMPORARY SUPPLY,8,3,3.0,1017.0,15.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,OLD VILLAGE MAIN ROAD,TEMPORARY SUPPLY,8,2,2.0,105.0,6.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,PARAVATHAPUR,TEMPORARY SUPPLY,8,1,,0.0,5.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,PARVATHAPUR,TEMPORARY SUPPLY,8,1,1.0,408.0,5.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,PEERZADIGUDA,TEMPORARY SUPPLY,8,6,,0.0,31.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,OPP. SUKHIBAVA HOSIPITALS,TEMPORARY SUPPLY,8,2,2.0,1063.0,30.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,RAJSHNKNAGAR,TEMPORARY SUPPLY,8,4,4.0,1049.0,20.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,RAMPALLY X ROAD SAIBABA ,TEMPORARY SUPPLY,8,3,3.0,1791.0,15.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,RAMPALLY X ROAD TO DAMMAIGUDA,TEMPORARY SUPPLY,8,2,1.0,140.0,13.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,"RAMPALLY X ROAD, B M R ENCLAVE",TEMPORARY SUPPLY,8,2,1.0,127.0,16.8
HABSIGUDA,KEESARA,KEESARA,NAGARAM,ROUND BULILDING TO PRAJA SAI,TEMPORARY SUPPLY,8,2,2.0,0.0,6.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,RUSHI SCHOOL,TEMPORARY SUPPLY,8,1,1.0,2821.0,5.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,"S V NAGAR ROAD NO.2,4",TEMPORARY SUPPLY,8,1,1.0,199.0,9.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SAI BABA TEMPLE,TEMPORARY SUPPLY,8,2,2.0,902.0,10.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HBG (CTM),TEMPORARY SUPPLY,8,1,,0.0,1.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HBG(CTM),TEMPORARY SUPPLY,8,1,1.0,4327.0,54.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HBG-HV-2,TEMPORARY SUPPLY,8,1,1.0,1217.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HMT NAGAR,TEMPORARY SUPPLY,8,7,3.0,887.0,80.8
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,HV-1,TEMPORARY SUPPLY,8,4,3.0,1404.0,30.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,JAI SANTHOSHI NAGAR,TEMPORARY SUPPLY,8,2,2.0,251.0,10.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,KAKATIYA NAGAR,TEMPORARY SUPPLY,8,6,6.0,2996.0,28.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,MAIN ROAD SIDE,TEMPORARY SUPPLY,8,1,,0.0,55.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM EXTN.,TEMPORARY SUPPLY,8,2,2.0,645.0,11.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,NAGENDRA NAGAR,TEMPORARY SUPPLY,8,1,1.0,4.0,6.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,NEW FOUND LAND,TEMPORARY SUPPLY,8,3,3.0,847.0,17.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,RAJIV NAGAR,TEMPORARY SUPPLY,8,1,1.0,339.0,1.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,RAVINDRA NAGAR,TEMPORARY SUPPLY,8,2,2.0,1438.0,10.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,RAVINDRA NAGAR - I,TEMPORARY SUPPLY,8,2,1.0,181.0,10.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,RAVINDRA NAGAR-2,TEMPORARY SUPPLY,8,5,4.0,3464.0,25.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,POLICE QUARTERS,TEMPORARY SUPPLY,8,1,,0.0,35.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,PRASHANTH NAGAR,TEMPORARY SUPPLY,8,3,3.0,2466.0,22.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,RAM TEMPLE MAIN ROAD,TEMPORARY SUPPLY,8,1,1.0,58.0,0.7
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,S N NAGAR,TEMPORARY SUPPLY,8,3,3.0,807.0,15.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,SARASWATHI NAGAR,TEMPORARY SUPPLY,8,21,21.0,22880.0,250.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,SEVEN HILLS,TEMPORARY SUPPLY,8,1,1.0,255.0,5.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,SHANTHI NAGAR,TEMPORARY SUPPLY,8,1,1.0,110.0,5.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,SHANTHI NAGAR-II,TEMPORARY SUPPLY,8,5,5.0,3122.0,25.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,SRI SAIRAM NAGAR,TEMPORARY SUPPLY,8,3,3.0,364.0,8.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,SURYA NAGAR COLONY,TEMPORARY SUPPLY,8,1,1.0,0.0,5.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,SWAROOP NAGAR,TEMPORARY SUPPLY,8,4,4.0,1388.0,16.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,TEACHERS COLONY,TEMPORARY SUPPLY,8,7,5.0,2155.0,36.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,UPPAL,TEMPORARY SUPPLY,8,1,1.0,9111.0,25.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,HV,TEMPORARY SUPPLY,8,3,2.0,936.0,20.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,JANAPRIYA,TEMPORARY SUPPLY,8,8,7.0,5273.0,40.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,KAPRA VILLAGE,TEMPORARY SUPPLY,8,2,2.0,2156.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,KRISHNA NAGAR,TEMPORARY SUPPLY,8,3,3.0,850.0,15.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,MADHAVAPURI,TEMPORARY SUPPLY,8,2,2.0,456.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,MANIK SAI ENCLAVE,TEMPORARY SUPPLY,8,5,5.0,1162.0,25.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,NETAJI NAGAR,TEMPORARY SUPPLY,8,3,3.0,823.0,15.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,OU TEACHERS COLONY,TEMPORARY SUPPLY,8,10,8.0,2245.0,49.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,PADMA RAO NAGAR,TEMPORARY SUPPLY,8,1,1.0,152.0,5.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,PRADAMAPURI,TEMPORARY SUPPLY,8,4,4.0,1300.0,25.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,PRASHANTH NAGAR,TEMPORARY SUPPLY,8,3,2.0,62.0,15.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,R T C COLONY,TEMPORARY SUPPLY,8,1,1.0,80.0,5.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,RK NEWS,TEMPORARY SUPPLY,8,2,2.0,429.0,6.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,SAI AISHWARYA 1,TEMPORARY SUPPLY,8,6,6.0,695.0,17.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,SATYANARAYANAPURAM,TEMPORARY SUPPLY,8,3,3.0,2023.0,15.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,SHANKAR NAGAR-II,TEMPORARY SUPPLY,8,2,2.0,305.0,10.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,SHANKAR NAGAR-IV (BABA TEMPEL),TEMPORARY SUPPLY,8,1,1.0,353.0,5.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,SHREEDA HOMES,TEMPORARY SUPPLY,8,3,3.0,1050.0,18.0
HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,SRI RAM NAGAR COLONY,TEMPORARY SUPPLY,8,4,4.0,6764.0,43.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SAIKRUPA NETAJI NAGAR,TEMPORARY SUPPLY,8,1,1.0,950.0,5.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SALEEM TIMBER DEPOT ICOM BACK ,TEMPORARY SUPPLY,8,1,1.0,162.0,5.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SANTHOSH NAGAR,TEMPORARY SUPPLY,8,2,2.0,2130.0,13.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SATHYANARAYAN COLONY TO RAJSUK,TEMPORARY SUPPLY,8,1,1.0,123.0,5.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SBI BANK TO BHAGYANAGAR COLONY,TEMPORARY SUPPLY,8,2,2.0,3931.0,15.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SHILPA & SANGAMITHRA,TEMPORARY SUPPLY,8,2,2.0,1202.0,10.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SINDHU VANAM,TEMPORARY SUPPLY,8,2,2.0,469.0,10.0
HABSIGUDA,KEESARA,KEESARA,NAGARAM,SV NAGAR RD-5 TO BAPUJINAGAR,TEMPORARY SUPPLY,8,1,1.0,0.0,1.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,SATYANARAYANA SWAMY NAGAR,TEMPORARY SUPPLY,8,1,1.0,271.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,SCIENTIST COLONY,TEMPORARY SUPPLY,8,5,5.0,1766.0,22.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,SNEHA NAGAR,TEMPORARY SUPPLY,8,1,1.0,449.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,SNEHAPURI,TEMPORARY SUPPLY,8,1,1.0,121.0,3.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,VASANTHVIHAR COLONY,TEMPORARY SUPPLY,8,2,2.0,863.0,13.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,VIGNANPURI,TEMPORARY SUPPLY,8,3,3.0,406.0,15.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,VIKRAMPURI,TEMPORARY SUPPLY,8,1,1.0,238.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,VIVEKANANDA NAGAR,TEMPORARY SUPPLY,8,3,3.0,1131.0,12.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,HABSIGUDA,VST COLONY-2,TEMPORARY SUPPLY,8,1,1.0,279.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,3A3B,TEMPORARY SUPPLY,8,1,1.0,0.0,49.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,ANNAPURNA COLONY,TEMPORARY SUPPLY,8,1,,0.0,5.0
HABSIGUDA,HABSIGUDA,HABSIGUDA,MALLAPUR,BABA NAGAR MALLAPUR,TEMPORARY SUPPLY,8,4,3.0,792.0,18.0
HABSIGUDA,HABSIGUDA,UPPAL,UPPAL,VIJAYAPURI COLONY,TEMPORARY SUPPLY,8,2,2.0,883.0,10.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,"ANU PURAM,SRIRAM NAGAR",TEMPORARY SUPPLY,8,2,1.0,327.0,21.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,ASRAO NAGAR (HV),TEMPORARY SUPPLY,8,1,,0.0,5.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,DR. A S RAO NAGAR(HIG),TEMPORARY SUPPLY,8,2,2.0,581.0,12.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,DR. A S RAO NAGAR(LIG-B),TEMPORARY SUPPLY,8,9,2.0,1998.0,45.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,DR. A S RAO NAGAR(MIG-A),TEMPORARY SUPPLY,8,3,2.0,721.0,11.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,DR. A S RAO NAGAR(MIG-B),TEMPORARY SUPPLY,8,1,1.0,492.0,5.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,DR. A S RAO NAGAR(MIG-C),TEMPORARY SUPPLY,8,1,1.0,441.0,5.0
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,GAYATHRI NAGAR,TEMPORARY SUPPLY,8,1,1.0,606.0,6.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,R T C COLONY,TEMPORARY SUPPLY,8,3,3.0,577.0,15.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,RAMDASS NAGAR,TEMPORARY SUPPLY,8,2,2.0,1161.0,10.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,RUKMINIPURAM,TEMPORARY SUPPLY,8,4,2.0,954.0,24.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,S T COLONY,TEMPORARY SUPPLY,8,1,1.0,288.0,1.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SADANAVIHAR,TEMPORARY SUPPLY,8,7,6.0,2223.0,32.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SAIBABA OFFICERS COLONY,TEMPORARY SUPPLY,8,1,1.0,394.0,9.0
HABSIGUDA,SAINIKPURI,SAINIKPURI,SAINIKPURI,SAIPURI,TEMPORARY SUPPLY,8,2,2.0,638.0,10.0
